SalesOrderNumber,OrderDate,ProductKey,CustomerKey,SalesTerritoryKey,UnitPrice,OrderQuantity,TotalProductCost,TaxAmt,Freight
SO50071,2019-10-15,362,12853,10,2049.10,1,1105.81,163.93,51.23
SO50072,2019-10-15,362,15036,9,2049.10,1,1105.81,163.93,51.23
SO50073,2019-10-15,339,15862,4,782.99,1,486.71,62.64,19.57
SO50074,2019-10-15,356,27117,1,2071.42,1,1117.86,165.71,51.79
SO50075,2019-10-15,356,15170,9,2071.42,1,1117.86,165.71,51.79
SO50076,2019-10-15,379,24169,9,2181.56,1,1320.68,174.53,54.54
SO50077,2019-10-15,368,24244,9,2443.35,1,1518.79,195.47,61.08
SO50078,2019-10-15,370,24251,9,2443.35,1,1518.79,195.47,61.08
SO50079,2019-10-15,379,24252,9,2181.56,1,1320.68,174.53,54.54
SO50080,2019-10-16,354,27239,4,2071.42,1,1117.86,165.71,51.79
SO50081,2019-10-16,341,19434,7,782.99,1,486.71,62.64,19.57
SO50082,2019-10-16,325,20874,8,782.99,1,486.71,62.64,19.57
SO50083,2019-10-16,333,19446,7,782.99,1,486.71,62.64,19.57
SO50084,2019-10-16,362,12548,8,2049.10,1,1105.81,163.93,51.23
SO50085,2019-10-16,373,24164,9,2181.56,1,1320.68,174.53,54.54
SO50086,2019-10-16,368,24174,9,2443.35,1,1518.79,195.47,61.08
SO50087,2019-10-17,358,21613,6,2049.10,1,1105.81,163.93,51.23
SO50088,2019-10-17,379,16393,7,2181.56,1,1320.68,174.53,54.54
SO50089,2019-10-17,389,17778,7,1000.44,1,605.65,80.04,25.01
SO50090,2019-10-17,327,19423,7,782.99,1,486.71,62.64,19.57
SO50091,2019-10-17,335,19436,7,782.99,1,486.71,62.64,19.57
SO50092,2019-10-17,354,11378,7,2071.42,1,1117.86,165.71,51.79
SO50093,2019-10-17,321,15781,4,782.99,1,486.71,62.64,19.57
SO50094,2019-10-17,352,15184,9,2071.42,1,1117.86,165.71,51.79
SO50095,2019-10-17,362,15178,9,2049.10,1,1105.81,163.93,51.23
SO50096,2019-10-18,377,17978,10,2181.56,1,1320.68,174.53,54.54
SO50097,2019-10-18,323,19447,7,782.99,1,486.71,62.64,19.57
SO50098,2019-10-18,331,15843,1,782.99,1,486.71,62.64,19.57
SO50099,2019-10-18,321,15852,4,782.99,1,486.71,62.64,19.57
SO50100,2019-10-18,385,14385,1,1000.44,1,605.65,80.04,25.01
SO50101,2019-10-19,369,16310,7,2443.35,1,1518.79,195.47,61.08
SO50102,2019-10-19,370,13898,1,2443.35,1,1518.79,195.47,61.08
SO50103,2019-10-19,323,15827,1,782.99,1,486.71,62.64,19.57
SO50104,2019-10-19,385,14394,1,1000.44,1,605.65,80.04,25.01
SO50105,2019-10-19,389,25113,9,1000.44,1,605.65,80.04,25.01
SO50106,2019-10-19,343,27299,9,782.99,1,486.71,62.64,19.57
SO50107,2019-10-20,360,27254,1,2049.10,1,1105.81,163.93,51.23
SO50108,2019-10-20,373,17974,10,2181.56,1,1320.68,174.53,54.54
SO50109,2019-10-20,373,16268,7,2181.56,1,1320.68,174.53,54.54
SO50110,2019-10-20,325,19441,7,782.99,1,486.71,62.64,19.57
SO50111,2019-10-20,377,24250,9,2181.56,1,1320.68,174.53,54.54
SO50112,2019-10-20,329,26917,9,782.99,1,486.71,62.64,19.57
SO50113,2019-10-21,358,27235,1,2049.10,1,1105.81,163.93,51.23
SO50114,2019-10-21,356,27256,1,2071.42,1,1117.86,165.71,51.79
SO50115,2019-10-21,373,17764,8,2181.56,1,1320.68,174.53,54.54
SO50116,2019-10-21,377,17825,8,2181.56,1,1320.68,174.53,54.54
SO50117,2019-10-21,375,17893,8,2181.56,1,1320.68,174.53,54.54
SO50118,2019-10-21,321,21044,10,782.99,1,486.71,62.64,19.57
SO50119,2019-10-21,377,13907,1,2181.56,1,1320.68,174.53,54.54
SO50120,2019-10-21,352,15040,9,2071.42,1,1117.86,165.71,51.79
SO50121,2019-10-21,354,15042,9,2071.42,1,1117.86,165.71,51.79
SO50122,2019-10-21,341,15844,4,782.99,1,486.71,62.64,19.57
SO50123,2019-10-21,331,15778,1,782.99,1,486.71,62.64,19.57
SO50124,2019-10-21,352,27114,4,2071.42,1,1117.86,165.71,51.79
SO50125,2019-10-21,358,15209,9,2049.10,1,1105.81,163.93,51.23
SO50126,2019-10-21,356,15135,9,2071.42,1,1117.86,165.71,51.79
SO50127,2019-10-21,370,24176,9,2443.35,1,1518.79,195.47,61.08
SO50128,2019-10-22,352,27227,4,2071.42,1,1117.86,165.71,51.79
SO50129,2019-10-22,379,17990,10,2181.56,1,1320.68,174.53,54.54
SO50130,2019-10-22,383,19284,8,1000.44,1,605.65,80.04,25.01
SO50131,2019-10-22,327,19426,7,782.99,1,486.71,62.64,19.57
SO50132,2019-10-22,337,21053,10,782.99,1,486.71,62.64,19.57
SO50133,2019-10-22,362,11345,7,2049.10,1,1105.81,163.93,51.23
SO50134,2019-10-22,354,15028,9,2071.42,1,1117.86,165.71,51.79
SO50135,2019-10-22,354,15037,9,2071.42,1,1117.86,165.71,51.79
SO50136,2019-10-22,321,15845,1,782.99,1,486.71,62.64,19.57
SO50137,2019-10-22,341,15865,4,782.99,1,486.71,62.64,19.57
SO50138,2019-10-22,389,14413,4,1000.44,1,605.65,80.04,25.01
SO50139,2019-10-22,352,15182,9,2071.42,1,1117.86,165.71,51.79
SO50140,2019-10-22,368,24161,9,2443.35,1,1518.79,195.47,61.08
SO50141,2019-10-22,369,24179,9,2443.35,1,1518.79,195.47,61.08
SO50142,2019-10-22,323,26920,9,782.99,1,486.71,62.64,19.57
SO50143,2019-10-23,360,27205,4,2049.10,1,1105.81,163.93,51.23
SO50144,2019-10-23,389,19459,10,1000.44,1,605.65,80.04,25.01
SO50145,2019-10-23,387,19283,8,1000.44,1,605.65,80.04,25.01
SO50146,2019-10-23,377,13897,1,2181.56,1,1320.68,174.53,54.54
SO50147,2019-10-23,321,27429,6,782.99,1,486.71,62.64,19.57
SO50148,2019-10-23,329,15771,1,782.99,1,486.71,62.64,19.57
SO50149,2019-10-23,354,15134,9,2071.42,1,1117.86,165.71,51.79
SO50150,2019-10-23,339,26919,9,782.99,1,486.71,62.64,19.57
SO50151,2019-10-23,335,26967,9,782.99,1,486.71,62.64,19.57
SO50152,2019-10-24,371,17768,8,2181.56,1,1320.68,174.53,54.54
SO50153,2019-10-24,335,21092,10,782.99,1,486.71,62.64,19.57
SO50154,2019-10-24,373,13904,4,2181.56,1,1320.68,174.53,54.54
SO50155,2019-10-24,356,15030,9,2071.42,1,1117.86,165.71,51.79
SO50156,2019-10-24,358,15038,9,2049.10,1,1105.81,163.93,51.23
SO50157,2019-10-24,356,15121,9,2071.42,1,1117.86,165.71,51.79
SO50158,2019-10-24,352,15133,9,2071.42,1,1117.86,165.71,51.79
SO50159,2019-10-24,370,24165,9,2443.35,1,1518.79,195.47,61.08
SO50160,2019-10-24,321,15873,4,782.99,1,486.71,62.64,19.57
SO50161,2019-10-24,377,24247,9,2181.56,1,1320.68,174.53,54.54
SO50162,2019-10-24,321,26918,9,782.99,1,486.71,62.64,19.57
SO50163,2019-10-25,354,27250,1,2071.42,1,1117.86,165.71,51.79
SO50164,2019-10-25,377,17765,8,2181.56,1,1320.68,174.53,54.54
SO50165,2019-10-25,379,17977,10,2181.56,1,1320.68,174.53,54.54
SO50166,2019-10-25,385,19467,10,1000.44,1,605.65,80.04,25.01
SO50167,2019-10-25,371,13905,4,2181.56,1,1320.68,174.53,54.54
SO50168,2019-10-25,356,15033,9,2071.42,1,1117.86,165.71,51.79
SO50169,2019-10-25,356,15041,9,2071.42,1,1117.86,165.71,51.79
SO50170,2019-10-25,371,24257,9,2181.56,1,1320.68,174.53,54.54
SO50171,2019-10-26,375,16288,7,2181.56,1,1320.68,174.53,54.54
SO50172,2019-10-26,383,17773,7,1000.44,1,605.65,80.04,25.01
SO50173,2019-10-26,385,25121,9,1000.44,1,605.65,80.04,25.01
SO50174,2019-10-26,373,24168,9,2181.56,1,1320.68,174.53,54.54
SO50175,2019-10-26,371,24178,9,2181.56,1,1320.68,174.53,54.54
SO50176,2019-10-26,371,16273,7,2181.56,1,1320.68,174.53,54.54
SO50177,2019-10-26,323,26795,9,782.99,1,486.71,62.64,19.57
SO50178,2019-10-27,354,27257,4,2071.42,1,1117.86,165.71,51.79
SO50179,2019-10-27,377,17769,8,2181.56,1,1320.68,174.53,54.54
SO50180,2019-10-27,369,17777,8,2443.35,1,1518.79,195.47,61.08
SO50181,2019-10-27,385,19257,8,1000.44,1,605.65,80.04,25.01
SO50182,2019-10-27,325,21067,10,782.99,1,486.71,62.64,19.57
SO50183,2019-10-27,329,20912,8,782.99,1,486.71,62.64,19.57
SO50184,2019-10-27,360,11340,7,2049.10,1,1105.81,163.93,51.23
SO50185,2019-10-27,360,12657,8,2049.10,1,1105.81,163.93,51.23
SO50186,2019-10-27,385,14412,1,1000.44,1,605.65,80.04,25.01
SO50187,2019-10-27,360,15150,9,2049.10,1,1105.81,163.93,51.23
SO50188,2019-10-27,329,26922,9,782.99,1,486.71,62.64,19.57
SO50323,2019-10-28,356,27447,4,2071.42,1,1117.86,165.71,51.79
SO50324,2019-10-28,377,18158,10,2181.56,1,1320.68,174.53,54.54
SO50325,2019-10-28,356,27291,1,2071.42,1,1117.86,165.71,51.79
SO50326,2019-10-28,354,21620,6,2071.42,1,1117.86,165.71,51.79
SO50327,2019-10-28,343,21130,10,782.99,1,486.71,62.64,19.57
SO50328,2019-10-28,356,11401,7,2071.42,1,1117.86,165.71,51.79
SO50329,2019-10-28,354,11403,7,2071.42,1,1117.86,165.71,51.79
SO50330,2019-10-28,323,15892,1,782.99,1,486.71,62.64,19.57
SO50331,2019-10-28,329,15915,4,782.99,1,486.71,62.64,19.57
SO50332,2019-10-28,385,25222,9,1000.44,1,605.65,80.04,25.01
SO50333,2019-10-28,352,15580,9,2071.42,1,1117.86,165.71,51.79
SO50334,2019-10-28,360,15595,9,2049.10,1,1105.81,163.93,51.23
SO50335,2019-10-28,356,15648,9,2071.42,1,1117.86,165.71,51.79
SO50336,2019-10-29,362,27449,4,2049.10,1,1105.81,163.93,51.23
SO50337,2019-10-29,358,21652,6,2049.10,1,1105.81,163.93,51.23
SO50338,2019-10-29,377,17946,8,2181.56,1,1320.68,174.53,54.54
SO50339,2019-10-29,379,18026,10,2181.56,1,1320.68,174.53,54.54
SO50340,2019-10-29,379,16424,7,2181.56,1,1320.68,174.53,54.54
SO50341,2019-10-29,356,27289,4,2071.42,1,1117.86,165.71,51.79
SO50342,2019-10-29,360,27425,4,2049.10,1,1105.81,163.93,51.23
SO50343,2019-10-29,377,26310,6,2181.56,1,1320.68,174.53,54.54
SO50344,2019-10-29,337,15937,1,782.99,1,486.71,62.64,19.57
SO50345,2019-10-29,354,15225,9,2071.42,1,1117.86,165.71,51.79
SO50346,2019-10-29,354,15575,9,2071.42,1,1117.86,165.71,51.79
SO50347,2019-10-30,356,27405,4,2071.42,1,1117.86,165.71,51.79
SO50348,2019-10-30,381,19311,8,1000.44,1,605.65,80.04,25.01
SO50349,2019-10-30,381,19314,8,1000.44,1,605.65,80.04,25.01
SO50350,2019-10-30,343,21103,10,782.99,1,486.71,62.64,19.57
SO50351,2019-10-30,337,15885,1,782.99,1,486.71,62.64,19.57
SO50352,2019-10-30,335,15948,4,782.99,1,486.71,62.64,19.57
SO50353,2019-10-30,385,14440,4,1000.44,1,605.65,80.04,25.01
SO50354,2019-10-30,381,14456,1,1000.44,1,605.65,80.04,25.01
SO50355,2019-10-30,352,15268,9,2071.42,1,1117.86,165.71,51.79
SO50356,2019-10-30,354,15600,9,2071.42,1,1117.86,165.71,51.79
SO50357,2019-10-30,352,15643,9,2071.42,1,1117.86,165.71,51.79
SO50358,2019-10-30,333,27339,9,782.99,1,486.71,62.64,19.57
SO50359,2019-10-30,370,24274,9,2443.35,1,1518.79,195.47,61.08
SO50360,2019-10-30,368,24301,9,2443.35,1,1518.79,195.47,61.08
SO50361,2019-10-30,387,19510,10,1000.44,1,605.65,80.04,25.01
SO50362,2019-10-31,362,27292,1,2049.10,1,1105.81,163.93,51.23
SO50363,2019-10-31,358,27263,4,2049.10,1,1105.81,163.93,51.23
SO50364,2019-10-31,325,21106,10,782.99,1,486.71,62.64,19.57
SO50365,2019-10-31,370,13925,4,2443.35,1,1518.79,195.47,61.08
SO50366,2019-10-31,369,26294,6,2443.35,1,1518.79,195.47,61.08
SO50367,2019-10-31,381,26572,6,1000.44,1,605.65,80.04,25.01
SO50368,2019-10-31,362,15265,9,2049.10,1,1105.81,163.93,51.23
SO50369,2019-10-31,352,15642,9,2071.42,1,1117.86,165.71,51.79
SO50370,2019-10-31,377,17941,8,2181.56,1,1320.68,174.53,54.54
SO50371,2019-11-01,373,16431,7,2181.56,1,1320.68,174.53,54.54
SO50372,2019-11-01,358,27440,1,2049.10,1,1105.81,163.93,51.23
SO50373,2019-11-01,358,27260,4,2049.10,1,1105.81,163.93,51.23
SO50374,2019-11-01,383,17787,7,1000.44,1,605.65,80.04,25.01
SO50375,2019-11-01,381,17830,7,1000.44,1,605.65,80.04,25.01
SO50376,2019-11-01,385,17831,7,1000.44,1,605.65,80.04,25.01
SO50377,2019-11-01,333,20913,8,782.99,1,486.71,62.64,19.57
SO50378,2019-11-01,321,19473,7,782.99,1,486.71,62.64,19.57
SO50379,2019-11-01,358,13251,10,2049.10,1,1105.81,163.93,51.23
SO50380,2019-11-01,356,11420,7,2071.42,1,1117.86,165.71,51.79
SO50381,2019-11-01,356,15436,9,2071.42,1,1117.86,165.71,51.79
SO50382,2019-11-01,360,15591,9,2049.10,1,1105.81,163.93,51.23
SO50383,2019-11-01,327,27353,9,782.99,1,486.71,62.64,19.57
SO50384,2019-11-01,341,27371,9,782.99,1,486.71,62.64,19.57
SO50385,2019-11-02,356,27258,4,2071.42,1,1117.86,165.71,51.79
SO50386,2019-11-02,373,17942,8,2181.56,1,1320.68,174.53,54.54
SO50387,2019-11-02,354,27407,1,2071.42,1,1117.86,165.71,51.79
SO50388,2019-11-02,352,27266,4,2071.42,1,1117.86,165.71,51.79
SO50389,2019-11-02,362,12813,8,2049.10,1,1105.81,163.93,51.23
SO50390,2019-11-02,352,13253,10,2071.42,1,1117.86,165.71,51.79
SO50391,2019-11-02,337,15901,1,782.99,1,486.71,62.64,19.57
SO50392,2019-11-02,329,15902,1,782.99,1,486.71,62.64,19.57
SO50393,2019-11-02,335,15918,1,782.99,1,486.71,62.64,19.57
SO50394,2019-11-02,333,27557,6,782.99,1,486.71,62.64,19.57
SO50395,2019-11-02,383,14439,1,1000.44,1,605.65,80.04,25.01
SO50396,2019-11-02,362,15439,9,2049.10,1,1105.81,163.93,51.23
SO50397,2019-11-02,360,15588,9,2049.10,1,1105.81,163.93,51.23
SO50398,2019-11-02,360,15645,9,2049.10,1,1105.81,163.93,51.23
SO50399,2019-11-02,379,24457,9,2181.56,1,1320.68,174.53,54.54
SO50400,2019-11-03,368,18173,10,2443.35,1,1518.79,195.47,61.08
SO50401,2019-11-03,371,18127,10,2181.56,1,1320.68,174.53,54.54
SO50402,2019-11-03,362,21622,6,2049.10,1,1105.81,163.93,51.23
SO50403,2019-11-03,321,20914,8,782.99,1,486.71,62.64,19.57
SO50404,2019-11-03,358,11382,7,2049.10,1,1105.81,163.93,51.23
SO50405,2019-11-03,387,14451,4,1000.44,1,605.65,80.04,25.01
SO50406,2019-11-03,360,15229,9,2049.10,1,1105.81,163.93,51.23
SO50407,2019-11-03,371,24302,9,2181.56,1,1320.68,174.53,54.54
SO50408,2019-11-03,373,24368,9,2181.56,1,1320.68,174.53,54.54
SO50409,2019-11-04,371,18177,10,2181.56,1,1320.68,174.53,54.54
SO50410,2019-11-04,377,18135,10,2181.56,1,1320.68,174.53,54.54
SO50411,2019-11-04,379,18141,10,2181.56,1,1320.68,174.53,54.54
SO50412,2019-11-04,358,27268,4,2049.10,1,1105.81,163.93,51.23
SO50413,2019-11-04,354,27273,4,2071.42,1,1117.86,165.71,51.79
SO50414,2019-11-04,387,19285,8,1000.44,1,605.65,80.04,25.01
SO50415,2019-11-04,323,20970,8,782.99,1,486.71,62.64,19.57
SO50416,2019-11-04,362,11406,7,2049.10,1,1105.81,163.93,51.23
SO50417,2019-11-04,358,11417,7,2049.10,1,1105.81,163.93,51.23
SO50418,2019-11-04,331,15897,4,782.99,1,486.71,62.64,19.57
SO50419,2019-11-04,387,14453,1,1000.44,1,605.65,80.04,25.01
SO50420,2019-11-04,387,25215,9,1000.44,1,605.65,80.04,25.01
SO50421,2019-11-04,358,15724,9,2049.10,1,1105.81,163.93,51.23
SO50422,2019-11-04,352,15223,9,2071.42,1,1117.86,165.71,51.79
SO50423,2019-11-04,370,24360,9,2443.35,1,1518.79,195.47,61.08
SO50424,2019-11-05,377,16433,7,2181.56,1,1320.68,174.53,54.54
SO50425,2019-11-05,360,27421,2,2049.10,1,1105.81,163.93,51.23
SO50426,2019-11-05,354,21642,6,2071.42,1,1117.86,165.71,51.79
SO50427,2019-11-05,335,15944,1,782.99,1,486.71,62.64,19.57
SO50428,2019-11-05,381,14421,1,1000.44,1,605.65,80.04,25.01
SO50429,2019-11-05,387,14433,4,1000.44,1,605.65,80.04,25.01
SO50430,2019-11-05,387,25126,9,1000.44,1,605.65,80.04,25.01
SO50431,2019-11-05,370,24371,9,2443.35,1,1518.79,195.47,61.08
SO50432,2019-11-06,377,17940,8,2181.56,1,1320.68,174.53,54.54
SO50433,2019-11-06,327,21008,8,782.99,1,486.71,62.64,19.57
SO50434,2019-11-06,375,13912,4,2181.56,1,1320.68,174.53,54.54
SO50435,2019-11-06,356,12873,10,2071.42,1,1117.86,165.71,51.79
SO50436,2019-11-06,385,25133,9,1000.44,1,605.65,80.04,25.01
SO50437,2019-11-06,358,15647,9,2049.10,1,1105.81,163.93,51.23
SO50438,2019-11-07,371,17929,8,2181.56,1,1320.68,174.53,54.54
SO50439,2019-11-07,360,21618,6,2049.10,1,1105.81,163.93,51.23
SO50440,2019-11-07,381,19502,10,1000.44,1,605.65,80.04,25.01
SO50441,2019-11-07,323,21104,10,782.99,1,486.71,62.64,19.57
SO50442,2019-11-07,352,11402,7,2071.42,1,1117.86,165.71,51.79
SO50443,2019-11-07,362,11416,7,2049.10,1,1105.81,163.93,51.23
SO50444,2019-11-07,389,14438,1,1000.44,1,605.65,80.04,25.01
SO50445,2019-11-07,387,26615,6,1000.44,1,605.65,80.04,25.01
SO50446,2019-11-07,387,25127,9,1000.44,1,605.65,80.04,25.01
SO50447,2019-11-07,362,15726,9,2049.10,1,1105.81,163.93,51.23
SO50448,2019-11-07,358,15219,9,2049.10,1,1105.81,163.93,51.23
SO50449,2019-11-07,352,15435,9,2071.42,1,1117.86,165.71,51.79
SO50450,2019-11-08,368,16416,7,2443.35,1,1518.79,195.47,61.08
SO50451,2019-11-08,360,27272,1,2049.10,1,1105.81,163.93,51.23
SO50452,2019-11-08,360,27280,4,2049.10,1,1105.81,163.93,51.23
SO50453,2019-11-08,381,17779,7,1000.44,1,605.65,80.04,25.01
SO50454,2019-11-08,389,19493,10,1000.44,1,605.65,80.04,25.01
SO50455,2019-11-08,337,19480,7,782.99,1,486.71,62.64,19.57
SO50456,2019-11-08,360,15723,9,2049.10,1,1105.81,163.93,51.23
SO50457,2019-11-08,358,15227,9,2049.10,1,1105.81,163.93,51.23
SO50458,2019-11-08,354,15438,9,2071.42,1,1117.86,165.71,51.79
SO50459,2019-11-08,369,24458,9,2443.35,1,1518.79,195.47,61.08
SO50460,2019-11-08,331,27352,9,782.99,1,486.71,62.64,19.57
SO50461,2019-11-08,341,27355,9,782.99,1,486.71,62.64,19.57
SO50462,2019-11-08,371,24364,9,2181.56,1,1320.68,174.53,54.54
SO50463,2019-11-09,370,18166,10,2443.35,1,1518.79,195.47,61.08
SO50464,2019-11-09,381,19499,10,1000.44,1,605.65,80.04,25.01
SO50465,2019-11-09,381,19294,8,1000.44,1,605.65,80.04,25.01
SO50466,2019-11-09,331,21105,10,782.99,1,486.71,62.64,19.57
SO50467,2019-11-09,356,15221,9,2071.42,1,1117.86,165.71,51.79
SO50468,2019-11-09,333,27346,9,782.99,1,486.71,62.64,19.57
SO50469,2019-11-09,321,27348,9,782.99,1,486.71,62.64,19.57
SO50470,2019-11-09,339,27370,9,782.99,1,486.71,62.64,19.57
SO50471,2019-11-09,352,12807,8,2071.42,1,1117.86,165.71,51.79
SO50472,2019-11-10,358,27288,4,2049.10,1,1105.81,163.93,51.23
SO50473,2019-11-10,381,17827,7,1000.44,1,605.65,80.04,25.01
SO50474,2019-11-10,362,27269,1,2049.10,1,1105.81,163.93,51.23
SO50475,2019-11-10,381,19911,10,1000.44,1,605.65,80.04,25.01
SO50476,2019-11-10,341,20980,8,782.99,1,486.71,62.64,19.57
SO50477,2019-11-10,356,13252,10,2071.42,1,1117.86,165.71,51.79
SO50478,2019-11-10,339,15893,1,782.99,1,486.71,62.64,19.57
SO50479,2019-11-10,385,14449,1,1000.44,1,605.65,80.04,25.01
SO50480,2019-11-10,383,25138,9,1000.44,1,605.65,80.04,25.01
SO50481,2019-11-10,354,15262,9,2071.42,1,1117.86,165.71,51.79
SO50482,2019-11-10,325,27354,9,782.99,1,486.71,62.64,19.57
SO50483,2019-11-10,352,15578,9,2071.42,1,1117.86,165.71,51.79
SO50484,2019-11-11,375,18028,10,2181.56,1,1320.68,174.53,54.54
SO50485,2019-11-11,360,27446,4,2049.10,1,1105.81,163.93,51.23
SO50486,2019-11-11,381,14448,1,1000.44,1,605.65,80.04,25.01
SO50487,2019-11-11,383,25213,9,1000.44,1,605.65,80.04,25.01
SO50488,2019-11-11,389,25218,9,1000.44,1,605.65,80.04,25.01
SO50489,2019-11-11,362,15717,9,2049.10,1,1105.81,163.93,51.23
SO50490,2019-11-11,352,15226,9,2071.42,1,1117.86,165.71,51.79
SO50491,2019-11-11,356,15644,9,2071.42,1,1117.86,165.71,51.79
SO50492,2019-11-11,370,24362,9,2443.35,1,1518.79,195.47,61.08
SO50493,2019-11-12,362,27453,4,2049.10,1,1105.81,163.93,51.23
SO50494,2019-11-12,379,16432,7,2181.56,1,1320.68,174.53,54.54
SO50495,2019-11-12,325,19475,7,782.99,1,486.71,62.64,19.57
SO50496,2019-11-12,381,14452,1,1000.44,1,605.65,80.04,25.01
SO50497,2019-11-12,389,14419,1,1000.44,1,605.65,80.04,25.01
SO50498,2019-11-12,389,14434,4,1000.44,1,605.65,80.04,25.01
SO50499,2019-11-12,352,15214,9,2071.42,1,1117.86,165.71,51.79
SO50500,2019-11-12,354,15425,9,2071.42,1,1117.86,165.71,51.79
SO50501,2019-11-13,377,18625,10,2181.56,1,1320.68,174.53,54.54
SO50502,2019-11-13,375,16425,7,2181.56,1,1320.68,174.53,54.54
SO50503,2019-11-13,389,19286,8,1000.44,1,605.65,80.04,25.01
SO50504,2019-11-13,356,12874,10,2071.42,1,1117.86,165.71,51.79
SO50505,2019-11-13,360,11410,7,2049.10,1,1105.81,163.93,51.23
SO50506,2019-11-13,335,27342,9,782.99,1,486.71,62.64,19.57
SO50507,2019-11-13,333,27366,9,782.99,1,486.71,62.64,19.57
SO50508,2019-11-13,373,24361,9,2181.56,1,1320.68,174.53,54.54
SO50509,2019-11-14,370,16415,7,2443.35,1,1518.79,195.47,61.08
SO50510,2019-11-14,377,24365,9,2181.56,1,1320.68,174.53,54.54
SO50511,2019-11-15,369,18621,10,2443.35,1,1518.79,195.47,61.08
SO50512,2019-11-15,356,27418,4,2071.42,1,1117.86,165.71,51.79
SO50513,2019-11-15,362,12825,8,2049.10,1,1105.81,163.93,51.23
SO50514,2019-11-15,341,15904,4,782.99,1,486.71,62.64,19.57
SO50515,2019-11-15,358,15215,9,2049.10,1,1105.81,163.93,51.23
SO50516,2019-11-15,360,15646,9,2049.10,1,1105.81,163.93,51.23
SO50517,2019-11-15,352,27423,4,2071.42,1,1117.86,165.71,51.79
SO50518,2019-11-16,373,18136,10,2181.56,1,1320.68,174.53,54.54
SO50519,2019-11-16,371,17934,8,2181.56,1,1320.68,174.53,54.54
SO50520,2019-11-16,356,27264,1,2071.42,1,1117.86,165.71,51.79
SO50521,2019-11-16,356,27279,1,2071.42,1,1117.86,165.71,51.79
SO50522,2019-11-16,389,17780,7,1000.44,1,605.65,80.04,25.01
SO50523,2019-11-16,360,12860,10,2049.10,1,1105.81,163.93,51.23
SO50524,2019-11-16,321,15914,1,782.99,1,486.71,62.64,19.57
SO50525,2019-11-16,387,14447,1,1000.44,1,605.65,80.04,25.01
SO50526,2019-11-16,321,27340,9,782.99,1,486.71,62.64,19.57
SO50527,2019-11-16,377,24377,9,2181.56,1,1320.68,174.53,54.54
SO50528,2019-11-17,371,18160,10,2181.56,1,1320.68,174.53,54.54
SO50529,2019-11-17,358,27295,1,2049.10,1,1105.81,163.93,51.23
SO50530,2019-11-17,387,19912,10,1000.44,1,605.65,80.04,25.01
SO50531,2019-11-17,331,19452,7,782.99,1,486.71,62.64,19.57
SO50532,2019-11-17,371,13915,4,2181.56,1,1320.68,174.53,54.54
SO50533,2019-11-17,358,11409,7,2049.10,1,1105.81,163.93,51.23
SO50534,2019-11-17,356,12826,8,2071.42,1,1117.86,165.71,51.79
SO50535,2019-11-17,379,24460,9,2181.56,1,1320.68,174.53,54.54
SO50536,2019-11-17,369,24462,9,2443.35,1,1518.79,195.47,61.08
SO50537,2019-11-17,333,27341,9,782.99,1,486.71,62.64,19.57
SO50538,2019-11-18,358,21614,6,2049.10,1,1105.81,163.93,51.23
SO50539,2019-11-18,358,27261,1,2049.10,1,1105.81,163.93,51.23
SO50540,2019-11-18,389,19506,10,1000.44,1,605.65,80.04,25.01
SO50541,2019-11-18,362,12806,8,2049.10,1,1105.81,163.93,51.23
SO50542,2019-11-18,385,14442,4,1000.44,1,605.65,80.04,25.01
SO50543,2019-11-18,381,25221,9,1000.44,1,605.65,80.04,25.01
SO50544,2019-11-18,362,15722,9,2049.10,1,1105.81,163.93,51.23
SO50545,2019-11-18,354,15587,9,2071.42,1,1117.86,165.71,51.79
SO50546,2019-11-18,354,15597,9,2071.42,1,1117.86,165.71,51.79
SO50547,2019-11-18,371,24381,9,2181.56,1,1320.68,174.53,54.54
SO50548,2019-11-18,371,24461,9,2181.56,1,1320.68,174.53,54.54
SO50549,2019-11-18,325,27365,9,782.99,1,486.71,62.64,19.57
SO50550,2019-11-19,356,27448,4,2071.42,1,1117.86,165.71,51.79
SO50551,2019-11-19,373,18168,10,2181.56,1,1320.68,174.53,54.54
SO50552,2019-11-19,375,16430,7,2181.56,1,1320.68,174.53,54.54
SO50553,2019-11-19,387,19500,10,1000.44,1,605.65,80.04,25.01
SO50554,2019-11-19,321,21015,8,782.99,1,486.71,62.64,19.57
SO50555,2019-11-19,329,21006,8,782.99,1,486.71,62.64,19.57
SO50556,2019-11-19,377,13927,4,2181.56,1,1320.68,174.53,54.54
SO50557,2019-11-19,360,12861,10,2049.10,1,1105.81,163.93,51.23
SO50558,2019-11-19,360,12816,8,2049.10,1,1105.81,163.93,51.23
SO50559,2019-11-19,360,15228,9,2049.10,1,1105.81,163.93,51.23
SO50560,2019-11-19,362,15716,9,2049.10,1,1105.81,163.93,51.23
SO50561,2019-11-19,379,24459,9,2181.56,1,1320.68,174.53,54.54
SO50562,2019-11-20,373,17945,8,2181.56,1,1320.68,174.53,54.54
SO50563,2019-11-20,379,18633,10,2181.56,1,1320.68,174.53,54.54
SO50564,2019-11-20,360,27424,4,2049.10,1,1105.81,163.93,51.23
SO50565,2019-11-20,362,27439,4,2049.10,1,1105.81,163.93,51.23
SO50566,2019-11-20,358,21621,6,2049.10,1,1105.81,163.93,51.23
